119.111.0.0,119.111.255.255,65536,12/02/08,
120.28.0.0,120.28.255.255,65536,13/03/08,
120.29.64.0,120.29.127.255,16384,31/01/11,
120.72.16.0,120.72.31.255,4096,25/03/08,
120.89.0.0,120.89.63.255,16384,28/03/08,
120.138.0.0,120.138.15.255,4096,11/04/08,
121.1.0.0,121.1.63.255,16384,19/06/06,
121.54.0.0,121.54.127.255,32768,19/06/06,
121.58.192.0,121.58.255.255,16384,12/11/07,
121.96.0.0,121.97.255.255,131072,20/07/06,
121.127.0.0,121.127.31.255,8192,11/07/06,
122.2.0.0,122.3.255.255,131072,28/09/06,
122.49.208.0,122.49.223.255,4096,25/10/07,
122.52.0.0,122.55.255.255,262144,28/09/06,
122.144.64.0,122.144.127.255,16384,04/01/07,
122.202.96.0,122.202.127.255,8192,11/08/09,
123.108.112.0,123.108.127.255,4096,18/12/08,
124.6.128.0,124.6.191.255,16384,22/12/05,
124.19.128.0,124.19.255.255,32768,05/10/07,
124.83.0.0,124.83.127.255,32768,13/02/06,
124.104.0.0,124.107.255.255,262144,13/02/06,
124.158.32.0,124.158.63.255,8192,25/10/07,
124.217.0.0,124.217.127.255,32768,24/04/06,
125.5.0.0,125.5.255.255,65536,04/08/05,
125.60.128.0,125.60.255.255,32768,07/09/05,
125.212.0.0,125.212.127.255,32768,13/10/05,
165.220.0.0,165.220.255.255,65536,08/09/93,
175.158.192.0,175.158.255.255,16384,19/01/10,
175.176.0.0,175.176.127.255,32768,19/01/10,
180.94.0.0,180.94.31.255,8192,28/07/09,
180.190.0.0,180.191.255.255,131072,17/09/09,
180.192.0.0,180.195.255.255,262144,17/09/09,
180.232.0.0,180.232.255.255,65536,14/10/09,
182.18.192.0,182.18.255.255,16384,12/02/10,
182.54.128.0,182.54.159.255,8192,01/03/10,
182.255.32.0,182.255.63.255,8192,11/05/10,
183.182.64.0,183.182.79.255,4096,02/12/09,
202.0.16.0,202.0.31.255,4096,18/11/93,
202.4.0.0,202.4.15.255,4096,18/11/93,
202.5.16.0,202.5.31.255,4096,05/04/11,
202.8.224.0,202.8.255.255,8192,24/08/98,
202.52.160.0,202.52.175.255,4096,17/06/02,
202.57.32.0,202.57.63.255,8192,09/07/99,
202.57.64.0,202.57.95.255,8192,28/09/01,
202.57.96.0,202.57.127.255,8192,09/03/99,
202.65.176.0,202.65.191.255,4096,22/07/03,
202.69.160.0,202.69.175.255,4096,24/01/01,
202.69.176.0,202.69.191.255,4096,08/10/03,
202.71.176.0,202.71.191.255,4096,09/09/03,
202.72.112.0,202.72.127.255,4096,13/08/04,
202.73.160.0,202.73.175.255,4096,03/10/00,
202.78.64.0,202.78.95.255,8192,29/09/98,
202.78.96.0,202.78.127.255,8192,31/03/00,
202.81.160.0,202.81.175.255,4096,04/12/01,
202.84.96.0,202.84.111.255,4096,25/10/02,
202.84.112.0,202.84.127.255,4096,15/04/04,
202.86.192.0,202.86.207.255,4096,20/01/03,
202.89.192.0,202.89.207.255,4096,16/01/04,
202.90.128.0,202.90.159.255,8192,29/12/99,
202.91.160.0,202.91.175.255,4096,20/11/00,
202.92.128.0,202.92.159.255,8192,25/06/03,
202.95.224.0,202.95.239.255,4096,10/12/01,
202.123.48.0,202.123.63.255,4096,02/07/03,
202.124.128.0,202.124.143.255,4096,17/07/01,
202.124.144.0,202.124.159.255,4096,31/05/04,
202.126.32.0,202.126.47.255,4096,16/07/02,
202.128.32.0,202.128.63.255,8192,10/10/03,
202.133.192.0,202.133.207.255,4096,30/04/03,
202.133.208.0,202.133.223.255,4096,27/10/03,
202.137.112.0,202.137.127.255,4096,20/04/05,
202.138.128.0,202.138.159.255,8192,02/03/99,
202.138.160.0,202.138.191.255,8192,21/02/01,
202.162.160.0,202.162.175.255,4096,28/05/03,
202.163.192.0,202.163.207.255,4096,29/01/01,
202.163.208.0,202.163.223.255,4096,29/01/01,
202.163.224.0,202.163.255.255,8192,09/09/97,
202.164.160.0,202.164.191.255,8192,26/04/01,
202.175.192.0,202.175.223.255,8192,14/07/03,
202.175.224.0,202.175.255.255,8192,14/06/02,
202.183.32.0,202.183.47.255,4096,05/07/01,
203.76.192.0,203.76.207.255,4096,17/02/03,
203.82.32.0,203.82.47.255,4096,06/09/01,
203.84.160.0,203.84.191.255,8192,09/11/04,
203.87.128.0,203.87.159.255,8192,16/05/00,
203.87.160.0,203.87.191.255,8192,15/07/03,
203.87.192.0,203.87.255.255,16384,24/02/05,
203.104.64.0,203.104.95.255,8192,15/06/00,
203.111.224.0,203.111.239.255,4096,24/02/05,
203.114.64.0,203.114.95.255,8192,25/09/01,
203.115.128.0,203.115.191.255,16384,05/05/04,
203.131.64.0,203.131.79.255,4096,15/06/01,
203.131.80.0,203.131.95.255,4096,11/07/02,
203.131.96.0,203.131.127.255,8192,11/07/02,
203.131.128.0,203.131.191.255,16384,04/08/03,
203.160.160.0,203.160.191.255,8192,21/05/02,
203.167.0.0,203.167.15.255,4096,17/07/98,
203.167.64.0,203.167.95.255,8192,14/03/00,
203.167.96.0,203.167.127.255,8192,26/08/99,
203.172.16.0,203.172.31.255,4096,25/01/96,
203.177.16.0,203.177.31.255,4096,16/04/99,
203.177.48.0,203.177.63.255,4096,01/02/01,
203.177.64.0,203.177.79.255,4096,01/02/01,
203.177.96.0,203.177.127.255,8192,25/07/02,
203.177.128.0,203.177.191.255,16384,12/12/03,
203.177.192.0,203.177.223.255,8192,15/02/05,
203.177.224.0,203.177.239.255,4096,15/02/05,
203.213.192.0,203.213.223.255,8192,12/08/04,
203.215.64.0,203.215.95.255,8192,26/09/01,
203.215.96.0,203.215.127.255,8192,06/11/03,
210.1.64.0,210.1.95.255,8192,18/02/03,
210.1.96.0,210.1.127.255,8192,30/08/04,
210.1.128.0,210.1.143.255,4096,17/03/04,
210.4.0.0,210.4.63.255,16384,22/10/04,
210.4.96.0,210.4.127.255,8192,08/05/06,
210.5.64.0,210.5.127.255,16384,01/04/04,
210.14.0.0,210.14.31.255,8192,17/04/98,
210.14.32.0,210.14.47.255,4096,11/02/02,
210.16.0.0,210.16.63.255,16384,06/11/96,
210.23.96.0,210.23.127.255,8192,08/02/00,
210.23.160.0,210.23.175.255,4096,19/06/03,
210.23.176.0,210.23.191.255,4096,17/03/04,
210.23.192.0,210.23.223.255,8192,15/12/99,
210.23.224.0,210.23.255.255,8192,04/03/97,
210.185.160.0,210.185.191.255,8192,03/07/06,
210.213.64.0,210.213.127.255,16384,26/08/04,
210.213.128.0,210.213.191.255,16384,20/07/04,
210.213.192.0,210.213.255.255,16384,26/08/04,
219.90.80.0,219.90.95.255,4096,19/10/04,
221.121.96.0,221.121.127.255,8192,11/09/06,
222.126.0.0,222.126.127.255,32768,20/01/04,
222.127.0.0,222.127.127.255,32768,13/09/06,
222.127.128.0,222.127.255.255,32768,23/05/07,
223.25.0.0,223.25.63.255,16384,10/08/10,
74.201.69.0,74.201.69.255,,,
69.64.50.223,69.64.50.223,,,
66.198.157.0,66.198.157.255,,,
66.198.155.0,66.198.155.255,,,
66.198.147.0,66.198.149.255,,,
66.198.139.0,66.198.139.255,,,
66.198.134.0,66.198.134.255,,,
66.110.60.0,66.110.60.255,,,
66.110.58.0,66.110.58.255,,,
65.213.55.0,65.213.55.255,,,
65.209.192.0,65.209.193.255,,,
64.86.39.0,64.86.39.255,,,
64.70.78.0,64.70.79.255,,,
64.14.194.0,64.14.194.255,,,
63.80.216.0,63.80.216.255,,,
63.243.182.0,63.243.182.255,,,
63.243.144.0,63.243.144.255,,,
63.218.123.0,63.218.123.255,,,
61.14.170.0,61.14.170.255,,,
46.36.194.211,46.36.194.220,,,
45.64.80.0,45.64.83.255,,,
45.64.120.0,45.64.123.255,,,
43.255.216.0,43.255.219.255,,,
43.250.224.0,43.250.227.255
43.247.16.0,43.247.19.255,,,
43.243.124.0,43.243.127.255,,,
27.50.0.0,27.50.3.255,,,
27.126.152.0,27.126.155.255,,,
27.106.216.0,27.106.223.255,,,
221.121.184.0,221.121.191.255,,,
216.6.104.0,216.6.107.255,,,
216.150.191.0,216.150.191.255,,,
212.112.77.192,212.112.77.207,,,
210.176.36.64,210.176.36.127,,,
210.176.36.0,210.176.36.15,,,
209.93.234.0,209.93.234.255,,,
209.93.126.0,209.93.126.255,,,
209.28.32.0,209.28.32.255,,,
209.28.250.0,209.28.251.255,,,
209.107.198.0,209.107.198.255,,,
208.80.183.0,208.80.183.255,,,
208.235.231.0,208.235.231.255,,,
208.235.224.0,208.235.224.255,,,
208.232.224.0,208.232.226.255,,,
208.1.48.0,208.1.55.255,,,
206.131.192.0,206.131.207.255,,,
203.99.232.0,203.99.239.255,,,
203.92.8.0,203.92.15.255,,,
203.56.241.0,203.56.241.255,,,
203.55.67.0,203.55.67.255,,,
203.34.246.0,203.34.246.255,,,
203.33.196.0,203.33.196.255,,,
203.208.24.0,203.208.31.255,,,
203.208.22.0,203.208.22.255,,,
203.201.180.0,203.201.180.255,,,
203.192.162.0,203.192.162.15,,,
203.191.134.0,203.191.135.255,,,
203.190.64.0,203.190.95.255,,,
203.190.218.0,203.190.221.255,,,
203.189.8.0,203.189.15.255,,,
203.177.0.0,203.177.255.255,,,
203.176.116.0,203.176.119.255,,,
203.175.124.0,203.175.127.255,,,
203.175.0.0,203.175.3.255,,,
203.174.0.0,203.174.3.255,,,
203.172.0.0,203.172.31.255,,,
203.171.6.0,203.171.7.255,,,
203.170.20.0,203.170.23.255,,,
203.169.0.0,203.169.3.255,,,
203.167.96.0 , 203.167.127.255,,,
203.167.64.0 , 203.167.95.255,,,
203.161.188.0,203.161.188.255,,,
203.161.176.0,203.161.177.255,,,
203.160.130.0,203.160.131.255,,,
203.158.8.0,203.158.15.255,,,
203.153.6.0,203.153.15.255,,,
203.147.104.0,203.147.107.255,,,
203.131.128.0 , 203.131.191.255,,,
203.129.4.0,203.129.5.255,,,
203.127.225.0,203.127.225.255,,,
203.12.18.0,203.12.18.255,,,
203.119.4.0,203.119.7.255,,,
203.118.244.0,203.118.247.255,,,
203.114.64.0,203.114.67.255,,,
203.114.236.0,203.114.239.255,,,
202.90.252.0,202.90.255.255,,,
202.84.96.0,202.84.127.255,,,
202.84.23.0,202.84.23.255,,,
202.81.30.0,202.81.30.255,,,
202.80.152.0,202.80.159.255,,,
202.8.30.0,202.8.30.255,,,
202.77.138.0,202.77.139.255,,,
202.74.248.0,202.74.251.255,,,
202.61.118.0,202.61.118.255,,,
202.60.8.0,202.60.15.255,,,
202.6.85.0,202.6.85.255,,,
202.58.236.0,202.58.237.255,,,
202.58.2.0,202.58.2.255,,,
202.52.54.0,202.52.55.255,,,
202.47.140.0,202.47.141.255,,,
202.47.132.0,202.47.133.255,,,
202.47.129.0,202.47.129.255,,,
202.47.125.0,202.47.125.255,,,
202.44.100.0,202.44.103.255,,,
202.41.147.0,202.41.147.255,,,
202.40.172.0,202.40.175.255,,,
202.4.191.0,202.4.191.255,,,
202.4.174.0,202.4.174.255,,,
202.37.74.0,202.37.74.255,,,
202.173.7.0,202.173.7.255,,,
202.173.4.0,202.173.4.255,,,
202.166.188.0,202.166.191.255,,,
202.165.60.0,202.165.61.255,,,
202.151.34.0,202.151.35.255,,,
202.147.25.0,202.147.25.255,,,
202.146.184.0,202.146.185.255,,,
202.14.85.0,202.14.87.255,,,
202.135.67.0,202.135.67.255,,,
202.134.56.0,202.134.57.255,,,
202.129.238.0,202.129.238.255,,,
202.129.220.0,202.129.223.255,,,
202.125.102.0,202.125.103.255,,,
202.124.193.0,202.124.193.255,,,
202.122.133.0,202.122.133.255,,,
202.1.114.0,202.1.115.255,,,
202.0.91.0,202.0.91.255,,,
202.0.144.0,202.0.147.255,,,
198.200.0.0,198.200.9.255,,,
192.253.249.0,192.253.249.127
192.227.0.0,192.227.15.255,,,
186.65.117.208,186.65.117.223
183.177.112.0,183.177.119.255,,,
182.239.32.0,182.239.39.255,,,
180.94.36.0,180.94.39.255,,,
180.87.82.0,180.87.82.255,,,
179.60.183.216,179.60.183.223
155.254.110.0,155.254.110.255,,,
146.88.88.0,146.88.95.255,,,
146.88.64.0,146.88.79.255,,,
144.36.174.64,144.36.174.64,,,
14.0.62.0,14.0.62.255,,,
123.242.200.0,123.242.207.255,,,
123.176.64.0,123.176.71.255,,,
123.136.72.0,123.136.79.255,,,
122.248.175.80,122.248.175.111,,,
122.248.174.128,122.248.174.255,,,
122.248.174.0,122.248.174.15,,,
121.97.89.0,121.97.255.255,,,
120.29.209.0,120.29.209.255,,,
119.81.214.162,119.81.214.163,,,
119.81.118.224,119.81.118.239,,,
119.81.107.32,119.81.107.39,,,
119.2.32.0,119.2.39.255,,,
118.88.8.0,118.88.15.255,,,
116.66.248.0,116.66.255.255,,,
116.66.148.0,116.66.151.255,,,
116.0.76.0,116.0.76.255,,,
115.84.168.0,115.84.175.255,,,
115.42.120.0,115.42.127.255,,,
114.141.216.0,114.141.223.255,,,
113.212.176.0,113.212.183.255,,,
113.208.68.0,113.208.71.255,,,
113.20.144.0,113.20.151.255,,,
113.197.72.0,113.197.79.255,,,
110.92.24.0,110.92.31.255,,,
110.5.64.0,110.5.71.255,,,
103.7.224.0,103.7.224.255,,,
103.7.146.0,103.7.146.255,,,
103.6.96.0,103.6.99.255,,,
103.6.248.0,103.6.251.255,,,
103.6.181.0,103.6.181.255,,,
103.5.60.0,103.5.63.255,,,
103.5.0.0,103.5.7.255,,,
103.42.92.0,103.42.99.255,,,
103.40.164.0,103.40.165.255,,,
103.38.212.0,103.38.215.255,,,
103.38.188.0,103.38.188.255,,,
103.38.172.0,103.38.175.255,,,
103.38.151.0,103.38.151.255,,,
103.37.48.0,103.37.51.255,,,
103.36.16.0,103.36.19.255,,,
103.36.150.0,103.36.151.255,,,
103.3.80.0,103.3.83.255,,,
103.29.80.0,103.29.83.255,,,
103.29.250.0,103.29.255.255,,,
103.29.244.0,103.29.247.255,,,
103.29.20.0,103.29.23.255,,,
103.28.68.0,103.28.71.255,,,
103.28.202.0,103.28.203.255,,,
103.28.16.0,103.28.19.255,,,
103.27.230.128,103.27.230.255,,,
103.27.228.0,103.27.228.127,,,
103.27.122.0,103.27.123.255,,,
103.26.36.0,103.26.39.255,,,
103.255.152.0,103.255.155.255,,,
103.254.36.0,103.254.39.255,,,
103.254.248.0,103.254.251.255,,,
103.253.244.0,103.253.247.255,,,
103.253.127.0,103.253.127.255,,,
103.252.48.0,103.252.48.255,,,
103.25.198.0,103.25.199.255,,,
103.25.176.0,103.25.179.255,,,
103.247.38.0,103.247.39.255,,,
103.247.252.0,103.247.255.255,,,
103.246.20.0,103.246.23.255,,,
103.246.172.0,103.246.175.255,,,
103.244.28.0,103.244.31.255,,,
103.243.238.0,103.243.238.255,,,
103.24.16.0,103.24.19.255,,,
103.239.213.0,103.239.213.255,,,
103.239.200.0,103.239.203.255,,,
103.233.32.0,103.233.39.255,,,
103.232.76.0,103.232.79.255,,,
103.231.36.0,103.231.39.255,,,
103.231.240.0,103.231.243.255,,,
103.231.134.0,103.231.134.255,,,
103.23.96.0,103.23.99.255,,,
103.229.104.0,103.229.107.255,,,
103.228.102.0,103.228.102.255,,,
103.227.44.0,103.227.47.255,,,
103.227.233.0,103.227.233.255,,,
103.227.2.0,103.227.3.255,,,
103.226.37.0,103.226.39.255,,,
103.226.12.0,103.226.15.255,,,
103.225.36.0,103.225.39.255,,,
103.225.136.0,103.225.139.255,,,
103.21.168.0,103.21.171.255,,,
103.21.12.0,103.21.15.255,,,
103.19.32.0,103.19.35.255,,,
103.19.16.0,103.19.16.255,,,
103.17.248.0,103.17.248.255,,,
103.17.20.0,103.17.23.255,,,
103.16.253.80,103.16.253.95
103.16.168.0,103.16.171.255,,,
103.14.60.0,103.14.63.255,,,
103.14.194.0,103.14.194.255,,,
103.13.32.0,103.13.35.255,,,
103.13.134.0,103.13.134.255,,,
103.12.88.0,103.12.91.255,,,
103.11.64.0,103.11.67.255,,,
103.11.40.0,103.11.43.255,,,
103.11.112.0,103.11.115.255,,,
103.10.254.0,103.10.255.255,,,
103.10.200.0,103.10.203.255,,,
103.10.176.0,103.10.179.255,,,
103.10.152.0,103.10.155.255,,,
103.1.116.0,103.1.119.255,,,
